time_s,cpu_t_degC,motor_command,active_power_W,current_mA,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g,WeightOnBit,DrillZ1Position_m,Formation,ROP,formation_change
1615155469.0,29.814749999999997,1.0,533.68403018,4933.829761000002,43150.75,1018.3575000000001,-0.4736999999999999,0.42307500000000003,0.8138,-1178711.75,-0.08087,3.0,-0.0014284999999999808,0.0
1615155469.6,29.5956,1.0,541.9251709000002,5014.217285500001,54115.45,1064.6409999999996,-0.33353000000000016,0.4133400000000001,1.2283799999999996,-1527078.85,-0.08186912500000001,3.0,-0.0016652085980111409,0.0
1615155470.0,29.473850000000006,1.0,549.2064819,5089.768555000001,54159.5,1070.725,-0.22222499999999998,0.4515500000000001,1.2055999999999996,-1686233.5,-0.0828035,3.0,-0.0023359369430692016,0.0
1615155470.9,29.960849999999994,1.0,589.0743011249999,5493.325586250001,54215.0,1076.2299999999998,-0.2660999999999999,0.533,0.7916000000000003,-1589962.85,-0.083786,3.0,-0.0010916665509895134,0.0
1615155471.3,29.8878,1.0,604.97556153,5672.2992188,54285.3,1061.1154999999999,-0.4891599999999999,0.44740499999999994,0.83682,-1212132.25,-0.084847875,3.0,-0.0026546884493905817,0.0
1615155472.0,29.8878,1.0,601.4332122999998,5655.389404250001,54319.0,1060.8880000000004,-0.5026200000000001,0.4041,0.9344800000000003,-1271718.6,-0.08584225,3.0,-0.001420535617519393,0.0
1615155472.7,30.00955,1.0,573.3977295100001,5399.9263672,54364.0,1061.7400000000002,-0.5052000000000001,0.3459000000000001,1.0774000000000004,-1440885.9,-0.086939,3.0,-0.0015667856075569254,0.0
1615155473.15,29.766049999999996,1.0,576.4417114,5382.529297,54429.7,1073.674,-0.6069899999999998,0.29550000000000004,0.6581799999999998,-1412156.25,-0.088028125,3.0,-0.002420277521315935,0.0
1615155474.0,30.00955,1.0,584.6856323199997,5490.789453400002,54477.7,1065.0450000000003,-0.4856400000000002,0.29270499999999994,0.7680750000000003,-1743545.75,-0.08898837500000001,3.0,-0.0011297060091025532,0.0
1615155474.4,29.9852,1.0,607.6858490099999,5750.269385150003,54518.4,1059.1250000000002,-0.3658800000000001,0.26592999999999994,0.9258400000000002,-1878595.8,-0.089980625,3.0,-0.0024806244085730186,0.0
1615155475.0,29.839100000000002,1.0,706.876709,6811.6728520000015,54585.0,1079.15,-0.26489999999999997,0.004299999999999999,1.1935,-1838570.55,-0.09097112499999999,3.0,-0.0016508335957262524,0.0
1615155475.75,29.644300000000005,1.0,706.6992797999997,6721.362793000003,54622.0,1079.3049999999996,-0.42915000000000003,0.18430000000000002,0.9311499999999999,-1787611.5,-0.09198724999999999,3.0,-0.0013548333333333422,0.0
1615155476.05,30.0339,1.0,703.4121459999999,6700.8274414,54669.95,1075.2344999999998,-0.5608950000000001,0.3955000000000001,0.7623699999999998,-1926231.9,-0.092955625,3.0,-0.00322791717973031,0.0
1615155477.0,29.814750000000004,1.0,697.2884673999998,6660.878418,54732.0,1051.2900000000004,-0.3766999999999998,0.5723000000000001,1.2926,-1879084.55,-0.09404674999999998,3.0,-0.0011485525739291895,0.0
1615155477.7,30.204349999999998,1.0,692.5062316999997,6622.458887000001,54788.25,1067.2349999999997,-0.509,0.2860999999999999,0.5931499999999998,-2050940.55,-0.095280125,3.0,-0.0017619641656900146,0.0
1615155478.15,30.155649999999998,1.0,681.6765137000001,6523.625,54836.6,1091.9579999999999,-0.5944999999999998,0.23326000000000008,0.6459199999999999,-2271425.3,-0.09632825,3.0,-0.002329166419859336,0.0
1615155479.0,29.96085,1.0,685.71965332,6533.8323484500015,54892.1,1113.6195000000002,-0.5724349999999998,0.3061900000000001,1.0550150000000003,-2633797.0,-0.09748475000000002,3.0,-0.0013605883879480455,0.0
1615155479.7,30.033900000000006,1.0,698.3595855749998,6658.627587849996,54965.95,1071.4345,-0.161815,0.32512000000000013,0.8281200000000002,-2838570.15,-0.09858462500000001,3.0,-0.0015712498929670755,0.0
1615155480.1,29.88779999999999,1.0,708.32929995,6786.6195069999985,55028.0,1071.6300000000006,-0.5376,0.1405,0.17770000000000008,-2996393.5,-0.099657,3.0,-0.0026809384587782735,0.0
1615155481.0,29.936499999999995,1.0,712.5568848000001,6877.770508,55083.5,1085.355,-0.5339250000000001,0.3421,0.7188250000000003,-3215713.25,-0.10064112500000003,3.0,-0.001093472106353782,0.0
1615155481.45,29.8878,1.0,723.7255310100003,6969.181152700001,55139.0,1082.1949999999997,-0.6174999999999998,0.3599999999999999,0.9722000000000002,-3516214.7,-0.10170050000000001,3.0,-0.0023541664172101887,0.0
1615155482.0,30.009549999999997,1.0,733.5830383500002,7104.669434000001,55176.0,1074.4599999999996,-0.7022999999999997,0.31069999999999987,1.0452,-3573532.45,-0.10271074999999996,3.0,-0.00183681834106595,0.0
1615155482.9,30.082599999999996,1.0,744.889816325,7261.684814750001,55249.0,1064.59,-0.6339000000000001,0.19240000000000004,0.2770000000000001,-3580978.15,-0.10378999999999998,3.0,-0.0011991665395984273,0.0
1615155483.4,30.204349999999998,1.0,752.9605102999998,7356.736328000001,55301.5,1090.021,-0.42235999999999985,0.28732,0.9842800000000003,-3863835.45,-0.10488112500000002,3.0,-0.00218225000000008,0.0
1615155484.0,30.204349999999994,1.0,761.5067993149996,7418.835620199997,55346.2,1091.8810000000003,-0.42002000000000006,0.2921799999999999,1.2013299999999998,-3739551.55,-0.105880375,3.0,-0.0016654169313775244,0.0
1615155484.75,30.18,1.0,767.3098388599999,7446.9304686000005,55405.4,1067.0940000000005,-0.6213599999999998,0.2111200000000001,0.9437200000000001,-3870719.5,-0.107002,3.0,-0.0014955000000000014,0.0
1615155485.25,29.790400000000005,1.0,773.6642852550002,7501.5401852999985,55472.0,1033.8300000000004,-0.5786999999999998,0.2338,0.4326999999999999,-3871817.05,-0.108081625,3.0,-0.0021592500000000014,0.0
1615155486.0,30.204350000000005,1.0,779.5281859900002,7581.4857909,55526.75,1064.5875,-0.35640000000000016,0.22075000000000006,0.7583499999999999,-4169467.1,-0.10918212500000002,3.0,-0.0014673333333333576,0.0
1615155486.7,30.18,1.0,785.7435913000004,7664.871581999995,55570.9,1072.7575,-0.3289550000000002,0.20603999999999995,0.9339949999999998,-3939646.5,-0.110295375,3.0,-0.001590357034522642,0.0
1615155487.15,30.2774,1.0,787.0057556200001,7952.871581999995,55619.0,1068.8899999999999,-0.41560000000000025,0.18679999999999994,1.0585999999999998,-3581736.25,-0.11138762499999999,3.0,-0.0024272219650245037,0.0
1615155488.0,30.326100000000004,1.0,810.1295440500003,8097.527050749995,55693.0,1061.2099999999996,-0.6969999999999996,0.3495,0.5897000000000001,-3024958.7,-0.11247700000000001,3.0,-0.0012816177908524875,0.0
1615155488.6,30.10695,1.0,828.0794372250002,8169.810180749996,55768.0,1055.7900000000004,-0.17490000000000003,-0.11899999999999995,0.8721999999999998,-3009452.35,-0.11351750000000001,3.0,-0.0017341669423050785,0.0
1615155489.05,30.15565,1.0,825.5149536000005,8110.141602000001,55823.5,1066.4699999999998,-0.149625,0.15475,0.8323750000000002,-3187984.15,-0.114556375,3.0,-0.0023086108664818893,0.0
1615155490.0,30.179999999999996,1.0,829.3199279400002,8137.367748850001,55860.5,1066.155,-0.25860000000000005,0.31379999999999997,0.8556250000000001,-3374356.55,-0.11559387500000003,3.0,-0.0010921052083414633,0.0
1615155490.4,30.058250000000005,1.0,831.8137328999995,8191.860156399998,55916.0,1054.53,-0.6107999999999999,0.5172000000000001,0.9651999999999997,-3529337.35,-0.116599125,3.0,-0.00251312440082438,0.0
1615155491.0,30.0339,1.0,837.0149688749998,8275.777588250003,55982.6,1062.6390000000006,-0.49352999999999997,0.17006999999999997,0.32584000000000013,-3620195.55,-0.11767874999999998,3.0,-0.0017993752860029774,0.0
1615155491.9,30.3748,1.0,849.515588355,8430.5119142,56030.7,1068.9959999999996,-0.6242149999999997,0.21075499999999994,0.45214,-3709318.85,-0.11875937499999997,3.0,-0.0012006943172142828,0.0
1615155492.45,30.204349999999998,1.0,859.8057861,8475.306641000001,56100.5,1062.1549999999997,-0.5202000000000002,0.3497,0.7115999999999999,-3693433.1,-0.119938875,3.0,-0.002144545640472605,0.0
1615155493.0,30.277399999999993,1.0,862.6678954749999,8551.66635785,56155.75,1058.1399999999999,-0.3853000000000001,0.33842500000000003,0.721675,-3835473.9,-0.12103375000000001,3.0,-0.0019906819907693153,0.0
1615155493.85,30.228700000000003,1.0,862.1308929399996,8558.159570749998,56212.0,1080.0099999999998,-0.6454000000000002,0.08230000000000001,0.45790000000000025,-3770818.9,-0.12200975000000003,3.0,-0.0011482354229462137,0.0
1615155494.15,30.32609999999999,1.0,860.8572387999997,8549.625977,56263.8,1086.2889999999998,-0.42784000000000005,0.25821,0.6014700000000002,-3974353.85,-0.12301762499999999,3.0,-0.003359581197369011,0.0
1615155495.0,30.228699999999993,1.0,866.8491211,8610.984375,56307.9,1082.3859999999997,-0.2670699999999999,0.39927000000000007,0.7140899999999999,-3901648.8,-0.12404199999999999,3.0,-0.0012051471940373961,0.0
1615155495.7,30.18,1.0,886.4207031099999,8853.15551795,56359.0,1067.0,-0.1095,0.5525000000000001,0.8332999999999998,-3990157.05,-0.12525662499999998,3.0,-0.0017351784532289153,0.0
1615155496.3,30.253049999999995,1.0,889.0172210450003,8879.757129100002,56429.3,1074.0869999999995,-0.6696199999999998,0.21553499999999998,0.6074849999999998,-4016919.55,-0.126425875,3.0,-0.0019487503097455376,0.0
1615155497.0,30.131299999999992,1.0,890.98292234,8892.334375,56470.0,1080.465,-0.6192000000000003,0.21979999999999994,0.866,-3997063.0,-0.12738975000000002,3.0,-0.001376964191916088,0.0
1615155497.6,30.179999999999996,1.0,900.6921996999996,8977.394531,56536.6,1081.0219999999995,-0.34702000000000005,0.2822000000000001,1.2028799999999997,-3919226.0,-0.12846324999999997,3.0,-0.0017891669510470107,0.0
1615155498.05,30.2774,1.0,899.8866363700001,8910.722900200004,56581.0,1072.85,-0.0586,0.34280000000000016,1.3025999999999993,-3850160.6,-0.12959012499999994,3.0,-0.0025041664013155836,0.0
1615155499.0,30.30175,1.0,903.9571655100001,9022.195703199995,56647.6,1072.3729999999998,-0.6720399999999997,0.23984,0.80184,-2773195.35,-0.13065312499999998,3.0,-0.0011189473122573373,0.0
1615155499.5,30.25305,1.0,887.0822998,8840.575195399997,56706.8,1093.922,-0.12979999999999986,0.36972999999999995,1.3027699999999998,-1144522.35,-0.131728875,3.0,-0.0021515000000000284,0.0
1615155500.0,30.277399999999993,1.0,859.1259766000001,8494.227538999996,56761.85,1089.6034999999997,-0.09878000000000002,0.25237000000000015,1.3138700000000008,-479681.5,-0.132658875,3.0,-0.0018600000000000283,0.0
1615155500.75,30.30174999999999,1.0,745.6628570500004,7236.8123288000015,56809.4,1069.3049999999998,-0.4083400000000001,0.0518,1.0270900000000003,-537127.2,-0.13366275,3.0,-0.0013384999999999831,0.0
1615155501.2,30.30175,1.0,667.9928009200001,6375.2238035499995,56876.0,1035.9599999999996,-0.6579999999999999,0.20390000000000003,0.9478000000000005,-567669.35,-0.134731125,3.0,-0.002374166415090964,0.0
1615155502.0,30.326100000000004,1.0,634.5557098550004,6013.645776250002,56941.7,1067.649,-0.6579999999999999,0.12308000000000005,1.0047700000000002,-616872.6,-0.13582887500000002,3.0,-0.0013721875817887638,0.0
1615155502.7,30.228699999999996,1.0,630.1054077000002,5981.835449000002,56986.0,1071.5150000000003,-0.5972000000000002,0.13430000000000003,0.7802000000000004,-774861.15,-0.136933375,3.0,-0.0015778570353741344,0.0
1615155503.05,30.25305,1.0,629.9548950000002,5982.850586,57023.0,1071.8600000000001,-0.5364000000000002,0.15450000000000003,0.5493,-787911.45,-0.137963875,3.0,-0.002944286516540173,0.0
1615155504.0,30.1313,1.0,631.1433593399998,5978.668749799998,57094.25,1060.1844999999998,-0.44396499999999994,0.2305,0.9706250000000001,-822332.8,-0.13893699999999998,3.0,-0.0010243420538479245,0.0
1615155504.45,30.69135000000001,1.0,630.2947662099997,5951.324633599997,57138.15,1063.1999999999996,-0.14903000000000005,0.40906999999999993,1.1156150000000005,-800009.2,-0.14002675,3.0,-0.002421666410057723,0.0
1615155505.0,30.228700000000003,1.0,627.2473754999997,5905.720214999998,57181.95,1072.0364999999997,-0.02613499999999997,0.53621,1.1421350000000001,-738398.6,-0.141029875,3.0,-0.0018238637944883573,0.0
1615155505.75,30.326099999999997,1.0,627.7001770200001,5895.788134499999,57244.0,1105.28,-0.6746,0.4473000000000001,0.7230000000000003,-752705.9,-0.14196749999999997,3.0,-0.0012501666666666262,0.0
1615155506.2,30.3748,1.0,632.4611633600001,5962.0385983000015,57299.5,1082.0525,-0.17690000000000008,0.73725,1.1100000000000003,-933752.5,-0.14306400000000002,3.0,-0.002436666408468327,0.0
1615155507.0,30.204349999999998,1.0,634.7814209200001,6004.706152000002,57336.5,1072.2749999999992,-0.1837,0.6449249999999999,1.01585,-882456.45,-0.1440745,3.0,-0.0012631250752880836,0.0
1615155507.5,30.204349999999998,1.0,633.9163817999998,6030.306152000002,57392.0,1066.1699999999996,-0.7018000000000002,0.07800000000000001,0.3464,-685846.4,-0.145083125,3.0,-0.002017250000000026,0.0
1615155508.0,30.228699999999996,1.0,624.2494873200001,5914.545214400003,57461.35,1079.5365000000002,-0.6684550000000001,0.21043000000000003,0.5961549999999998,-580507.0,-0.1460445,3.0,-0.001922749999999973,0.0
1615155508.7,30.350450000000002,1.0,620.9427795600002,5875.249560200001,57506.25,1073.0844999999997,-0.3233900000000002,0.1636100000000001,0.7088500000000002,-557522.85,-0.14699199999999996,3.0,-0.0013535713363666446,0.0
1615155509.1,30.447850000000006,1.0,618.8661499000002,5851.086914,57569.6,1067.5939999999996,-0.27325999999999995,0.06592,0.6009000000000003,-624225.35,-0.14799849999999998,3.0,-0.0025162508998814994,0.0
1615155510.0,30.56960000000001,1.0,622.2391601450001,5865.1239990500035,57629.0,1069.3880000000001,-0.6156799999999999,0.01876,0.40884,-666095.1,-0.14880812499999993,3.0,-0.0008995832380100109,0.0
1615155510.5,30.496549999999996,1.0,618.6697448400001,5851.995385549999,57689.0,1074.3800000000006,-0.6007999999999998,0.15220000000000006,0.7769999999999997,-644524.9,-0.14953687499999996,3.0,-0.001457500000000056,0.0
1615155511.0,30.39915,1.0,615.6098144100001,5838.3652829,57758.35,1063.721,-0.4187800000000001,-0.08178500000000002,0.4060249999999999,-644448.35,-0.150086875,0.9,-0.001100000000000101,1.0
1615155511.9,30.253049999999995,1.0,613.1531921000002,5821.640649150001,57807.0,1064.468,-0.5346599999999999,-0.07207999999999995,0.5912200000000002,-750120.05,-0.15054962500000002,0.0,-0.000514166612183625,1.0
1615155512.4,30.69135,1.0,612.6880493000002,5777.100586,57855.75,1065.4350000000002,-0.6076249999999999,0.0663,0.8058250000000002,-1625924.1,-0.15092812499999997,0.0,-0.0007569999999998966,0.0
1615155513.0,29.960850000000004,1.0,709.11411743,6831.587695199999,57912.0,1065.72,-0.5755999999999999,0.4374000000000001,1.0402,-1745412.35,-0.15121725,0.0,-0.00048187507659202893,0.0
1615155513.85,30.54525,1.0,756.6561065899998,7352.719555350001,57975.75,1066.043,-0.5742399999999999,-0.06749999999999999,0.6603349999999997,-1712979.35,-0.15142524999999996,0.0,-0.0002447059098081557,0.0
1615155514.3,30.618300000000005,1.0,763.3074707349999,7423.520043500003,58024.0,1055.7750000000003,-0.55075,0.08014999999999999,0.97805,-1259765.5,-0.15144787500000007,0.0,-5.027777245039633e-05,0.0
